Program	Message	Time	Details
PAC-MAN Championship Edition DX+	key up	1549245	Up
PAC-MAN Championship Edition DX+	key down	1549370	Left
PAC-MAN Championship Edition DX+	key up	1549573	Left
PAC-MAN Championship Edition DX+	key down	1550415	Down
PAC-MAN Championship Edition DX+	key up	1550587	Down
PAC-MAN Championship Edition DX+	key down	1551741	Left
PAC-MAN Championship Edition DX+	key up	1551960	Left
PAC-MAN Championship Edition DX+	key down	1553535	Up
PAC-MAN Championship Edition DX+	key up	1553707	Up
PAC-MAN Championship Edition DX+	key down	1554627	Right
PAC-MAN Championship Edition DX+	key up	1554877	Right
PAC-MAN Championship Edition DX+	key down	1557201	Down
PAC-MAN Championship Edition DX+	key up	1557357	Down
PAC-MAN Championship Edition DX+	key down	1558293	Left
PAC-MAN Championship Edition DX+	key up	1558496	Left
PAC-MAN Championship Edition DX+	key down	1560119	Up
PAC-MAN Championship Edition DX+	key up	1560306	Up
PAC-MAN Championship Edition DX+	key down	1561304	Right
PAC-MAN Championship Edition DX+	key up	1561523	Right
PAC-MAN Championship Edition DX+	key down	1562693	Down
PAC-MAN Championship Edition DX+	key up	1562911	Down
PAC-MAN Championship Edition DX+	key down	1564986	Left
PAC-MAN Championship Edition DX+	key up	1565282	Left
PAC-MAN Championship Edition DX+	key down	1566718	Up
PAC-MAN Championship Edition DX+	key up	1567076	Up
PAC-MAN Championship Edition DX+	key down	1567154	Right
PAC-MAN Championship Edition DX+	key up	1567607	Right
PAC-MAN Championship Edition DX+	key down	1567778	Down
PAC-MAN Championship Edition DX+	key up	1568340	Down
PAC-MAN Championship Edition DX+	key down	1569323	Left
PAC-MAN Championship Edition DX+	key up	1569775	Left
PAC-MAN Championship Edition DX+	key down	1569931	Up
PAC-MAN Championship Edition DX+	key up	1570150	Up
PAC-MAN Championship Edition DX+	key down	1570508	Left
PAC-MAN Championship Edition DX+	key up	1570867	Left
PAC-MAN Championship Edition DX+	key down	1571210	Left
PAC-MAN Championship Edition DX+	key up	1571444	Left
PAC-MAN Championship Edition DX+	key down	1571741	Up
PAC-MAN Championship Edition DX+	key up	1571959	Up
PAC-MAN Championship Edition DX+	key down	1572474	Right
PAC-MAN Championship Edition DX+	key up	1572911	Right
PAC-MAN Championship Edition DX+	key down	1573363	Up
PAC-MAN Championship Edition DX+	key up	1573457	Up
PAC-MAN Championship Edition DX+	key down	1573738	Left
PAC-MAN Championship Edition DX+	key up	1574065	Left
PAC-MAN Championship Edition DX+	key down	1574455	Left
PAC-MAN Championship Edition DX+	key up	1574689	Left
PAC-MAN Championship Edition DX+	key down	1574923	Up
PAC-MAN Championship Edition DX+	key up	1575157	Up
PAC-MAN Championship Edition DX+	key down	1575563	Right
PAC-MAN Championship Edition DX+	key up	1575906	Right
PAC-MAN Championship Edition DX+	key down	1577560	Up
PAC-MAN Championship Edition DX+	key up	1577716	Up
PAC-MAN Championship Edition DX+	key down	1577840	Left
PAC-MAN Championship Edition DX+	key up	1578371	Left
PAC-MAN Championship Edition DX+	key down	1578527	Up
PAC-MAN Championship Edition DX+	key up	1578886	Up
PAC-MAN Championship Edition DX+	key down	1579369	Right
PAC-MAN Championship Edition DX+	key up	1579806	Right
PAC-MAN Championship Edition DX+	key down	1580149	Up
PAC-MAN Championship Edition DX+	key up	1580321	Up
PAC-MAN Championship Edition DX+	key down	1580430	Left
PAC-MAN Championship Edition DX+	key up	1580726	Left
PAC-MAN Championship Edition DX+	key down	1581382	Left
PAC-MAN Championship Edition DX+	key up	1581428	Left
PAC-MAN Championship Edition DX+	key down	1582130	Up
PAC-MAN Championship Edition DX+	key up	1582255	Up
PAC-MAN Championship Edition DX+	key down	1582661	Left
PAC-MAN Championship Edition DX+	key up	1582879	Left
PAC-MAN Championship Edition DX+	key down	1583144	Up
PAC-MAN Championship Edition DX+	key up	1583316	Up
PAC-MAN Championship Edition DX+	key down	1583394	Right
PAC-MAN Championship Edition DX+	key up	1583690	Right
PAC-MAN Championship Edition DX+	key down	1585360	Down
PAC-MAN Championship Edition DX+	key up	1585531	Down
PAC-MAN Championship Edition DX+	key down	1585640	Left
PAC-MAN Championship Edition DX+	key up	1585796	Left
PAC-MAN Championship Edition DX+	key down	1586405	Up
PAC-MAN Championship Edition DX+	key up	1586608	Up
PAC-MAN Championship Edition DX+	key down	1586764	Right
PAC-MAN Championship Edition DX+	key up	1587107	Right
PAC-MAN Championship Edition DX+	key down	1587590	Down
PAC-MAN Championship Edition DX+	key up	1587887	Down
PAC-MAN Championship Edition DX+	key down	1588199	Left
PAC-MAN Championship Edition DX+	key up	1588542	Left
PAC-MAN Championship Edition DX+	key down	1588698	Down
PAC-MAN Championship Edition DX+	key up	1588885	Down
PAC-MAN Championship Edition DX+	key down	1588932	Left
PAC-MAN Championship Edition DX+	key up	1589837	Left
PAC-MAN Championship Edition DX+	key down	1590976	Down
PAC-MAN Championship Edition DX+	key up	1591241	Down
PAC-MAN Championship Edition DX+	key down	1591303	Right
PAC-MAN Championship Edition DX+	key up	1591787	Right
PAC-MAN Championship Edition DX+	key down	1592177	Up
PAC-MAN Championship Edition DX+	key up	1592411	Up
PAC-MAN Championship Edition DX+	key down	1593347	Left
PAC-MAN Championship Edition DX+	key up	1593690	Left
PAC-MAN Championship Edition DX+	key down	1594377	Up
PAC-MAN Championship Edition DX+	key up	1594548	Up
PAC-MAN Championship Edition DX+	key down	1594673	Right
PAC-MAN Championship Edition DX+	key up	1594923	Right
PAC-MAN Championship Edition DX+	key down	1595625	Down
PAC-MAN Championship Edition DX+	key up	1595734	Down
PAC-MAN Championship Edition DX+	key down	1595781	Right
PAC-MAN Championship Edition DX+	key up	1596093	Right
PAC-MAN Championship Edition DX+	key down	1596717	Down
PAC-MAN Championship Edition DX+	key up	1597044	Down
PAC-MAN Championship Edition DX+	key down	1597528	Left
PAC-MAN Championship Edition DX+	key up	1597887	Left
PAC-MAN Championship Edition DX+	key down	1598214	Down
PAC-MAN Championship Edition DX+	key up	1598433	Down
PAC-MAN Championship Edition DX+	key down	1598542	Left
PAC-MAN Championship Edition DX+	key up	1598713	Left
PAC-MAN Championship Edition DX+	key down	1598823	Down
PAC-MAN Championship Edition DX+	key up	1599057	Down
PAC-MAN Championship Edition DX+	key down	1599119	Left
PAC-MAN Championship Edition DX+	key up	1599322	Left
PAC-MAN Championship Edition DX+	key down	1599930	Up
PAC-MAN Championship Edition DX+	key up	1600133	Up
PAC-MAN Championship Edition DX+	key down	1600507	Right
PAC-MAN Championship Edition DX+	key up	1600710	Right
PAC-MAN Championship Edition DX+	key down	1600757	Up
PAC-MAN Championship Edition DX+	key up	1600929	Up
PAC-MAN Championship Edition DX+	key down	1600944	Left
PAC-MAN Championship Edition DX+	key up	1601194	Left
PAC-MAN Championship Edition DX+	key down	1601771	Down
PAC-MAN Championship Edition DX+	key up	1602130	Down
PAC-MAN Championship Edition DX+	key down	1602255	Right
PAC-MAN Championship Edition DX+	key up	1602473	Right
PAC-MAN Championship Edition DX+	key down	1602551	Down
PAC-MAN Championship Edition DX+	key up	1602707	Down
PAC-MAN Championship Edition DX+	key down	1602738	Right
PAC-MAN Championship Edition DX+	key down	1603019	Down
PAC-MAN Championship Edition DX+	key up	1603019	Right
PAC-MAN Championship Edition DX+	key down	1603269	Left
PAC-MAN Championship Edition DX+	key up	1603284	Down
PAC-MAN Championship Edition DX+	key up	1603986	Left
PAC-MAN Championship Edition DX+	key down	1604127	Up
PAC-MAN Championship Edition DX+	key up	1604345	Up
PAC-MAN Championship Edition DX+	key down	1605297	Left
PAC-MAN Championship Edition DX+	key up	1605562	Left
PAC-MAN Championship Edition DX+	key down	1605624	Up
PAC-MAN Championship Edition DX+	key up	1605827	Up
PAC-MAN Championship Edition DX+	key down	1606435	Right
PAC-MAN Championship Edition DX+	key up	1606685	Right
PAC-MAN Championship Edition DX+	key down	1607325	Up
PAC-MAN Championship Edition DX+	key up	1607465	Up
PAC-MAN Championship Edition DX+	key down	1607590	Left
PAC-MAN Championship Edition DX+	key up	1607746	Left
PAC-MAN Championship Edition DX+	key down	1607777	Up
PAC-MAN Championship Edition DX+	key up	1607995	Up
PAC-MAN Championship Edition DX+	key down	1608229	Right
PAC-MAN Championship Edition DX+	key up	1608401	Right
PAC-MAN Championship Edition DX+	key down	1608448	Up
PAC-MAN Championship Edition DX+	key up	1608619	Up
PAC-MAN Championship Edition DX+	key down	1608666	Right
PAC-MAN Championship Edition DX+	key up	1608869	Right
PAC-MAN Championship Edition DX+	key down	1608900	Up
PAC-MAN Championship Edition DX+	key up	1609087	Up
PAC-MAN Championship Edition DX+	key down	1609150	Left
PAC-MAN Championship Edition DX+	key down	1610008	Down
PAC-MAN Championship Edition DX+	key up	1610023	Left
PAC-MAN Championship Edition DX+	key up	1610179	Down
PAC-MAN Championship Edition DX+	key down	1610226	Left
PAC-MAN Championship Edition DX+	key up	1610772	Left
PAC-MAN Championship Edition DX+	key down	1612067	Down
PAC-MAN Championship Edition DX+	key up	1612254	Down
PAC-MAN Championship Edition DX+	key down	1612332	Right
PAC-MAN Championship Edition DX+	key up	1613393	Right
PAC-MAN Championship Edition DX+	key down	1613783	Up
PAC-MAN Championship Edition DX+	key up	1613923	Up
PAC-MAN Championship Edition DX+	key down	1614095	Right
PAC-MAN Championship Edition DX+	key up	1614953	Right
PAC-MAN Championship Edition DX+	key down	1617215	Down
PAC-MAN Championship Edition DX+	key down	1617402	Left
PAC-MAN Championship Edition DX+	key up	1617433	Down
PAC-MAN Championship Edition DX+	key up	1617636	Left
PAC-MAN Championship Edition DX+	key down	1617652	Down
PAC-MAN Championship Edition DX+	key down	1617917	Right
PAC-MAN Championship Edition DX+	key up	1617917	Down
PAC-MAN Championship Edition DX+	key up	1618432	Right
PAC-MAN Championship Edition DX+	key down	1618650	Left
PAC-MAN Championship Edition DX+	key down	1618775	Up
PAC-MAN Championship Edition DX+	key up	1618791	Left
PAC-MAN Championship Edition DX+	key up	1619009	Up
PAC-MAN Championship Edition DX+	key down	1619025	Right
PAC-MAN Championship Edition DX+	key down	1619976	Down
PAC-MAN Championship Edition DX+	key up	1619992	Right
PAC-MAN Championship Edition DX+	key up	1620522	Down
PAC-MAN Championship Edition DX+	key down	1620616	Up
PAC-MAN Championship Edition DX+	key up	1620928	Up
PAC-MAN Championship Edition DX+	key down	1620959	Right
PAC-MAN Championship Edition DX+	key up	1621365	Right
PAC-MAN Championship Edition DX+	key down	1621380	Up
PAC-MAN Championship Edition DX+	key down	1621599	Right
PAC-MAN Championship Edition DX+	key up	1621599	Up
PAC-MAN Championship Edition DX+	key up	1622067	Right
PAC-MAN Championship Edition DX+	key down	1622129	Up
PAC-MAN Championship Edition DX+	key up	1622441	Up
PAC-MAN Championship Edition DX+	key down	1622472	Right
PAC-MAN Championship Edition DX+	key down	1623190	Down
PAC-MAN Championship Edition DX+	key up	1623206	Right
PAC-MAN Championship Edition DX+	key down	1624048	Left
PAC-MAN Championship Edition DX+	key up	1624110	Down
PAC-MAN Championship Edition DX+	key down	1625452	Up
PAC-MAN Championship Edition DX+	key up	1625468	Left
PAC-MAN Championship Edition DX+	key up	1626076	Up
PAC-MAN Championship Edition DX+	key down	1626372	Right
PAC-MAN Championship Edition DX+	key up	1626544	Right
PAC-MAN Championship Edition DX+	key down	1626591	Up
PAC-MAN Championship Edition DX+	key down	1626809	Right
PAC-MAN Championship Edition DX+	key up	1626809	Up
PAC-MAN Championship Edition DX+	key down	1627137	Down
PAC-MAN Championship Edition DX+	key up	1627137	Right
PAC-MAN Championship Edition DX+	key up	1627355	Down
PAC-MAN Championship Edition DX+	key down	1627371	Right
PAC-MAN Championship Edition DX+	key up	1627574	Right
PAC-MAN Championship Edition DX+	key down	1627605	Up
PAC-MAN Championship Edition DX+	key up	1627964	Up
PAC-MAN Championship Edition DX+	key down	1628198	Right
PAC-MAN Championship Edition DX+	key down	1628744	Up
PAC-MAN Championship Edition DX+	key up	1628744	Right
PAC-MAN Championship Edition DX+	key up	1629555	Up
PAC-MAN Championship Edition DX+	key down	1629695	Right
PAC-MAN Championship Edition DX+	key down	1629836	Up
PAC-MAN Championship Edition DX+	key up	1629851	Right
PAC-MAN Championship Edition DX+	key up	1630085	Up
PAC-MAN Championship Edition DX+	key down	1630163	Right
PAC-MAN Championship Edition DX+	key up	1630413	Right
PAC-MAN Championship Edition DX+	key down	1630616	Down
PAC-MAN Championship Edition DX+	key up	1631458	Down
PAC-MAN Championship Edition DX+	key down	1631832	Left
PAC-MAN Championship Edition DX+	key up	1632191	Left
PAC-MAN Championship Edition DX+	key down	1632207	Up
PAC-MAN Championship Edition DX+	key up	1632425	Up
PAC-MAN Championship Edition DX+	key down	1632456	Left
PAC-MAN Championship Edition DX+	key up	1633720	Left
PAC-MAN Championship Edition DX+	key down	1633751	Up
PAC-MAN Championship Edition DX+	key up	1634360	Up
PAC-MAN Championship Edition DX+	key down	1634594	Right
PAC-MAN Championship Edition DX+	key up	1634984	Right
PAC-MAN Championship Edition DX+	key down	1636466	Down
PAC-MAN Championship Edition DX+	key up	1636637	Down
PAC-MAN Championship Edition DX+	key down	1636746	Left
PAC-MAN Championship Edition DX+	key up	1637090	Left
PAC-MAN Championship Edition DX+	key down	1638104	Down
PAC-MAN Championship Edition DX+	key up	1638618	Down
PAC-MAN Championship Edition DX+	key down	1638728	Up
PAC-MAN Championship Edition DX+	key up	1639461	Up
PAC-MAN Championship Edition DX+	key down	1639523	Left
PAC-MAN Championship Edition DX+	key down	1640896	Down
PAC-MAN Championship Edition DX+	key up	1640927	Left
PAC-MAN Championship Edition DX+	key up	1641192	Down
PAC-MAN Championship Edition DX+	key down	1641208	Left
PAC-MAN Championship Edition DX+	key up	1641785	Left
PAC-MAN Championship Edition DX+	key down	1641972	Down
PAC-MAN Championship Edition DX+	key down	1642238	Left
PAC-MAN Championship Edition DX+	key up	1642238	Down
PAC-MAN Championship Edition DX+	key down	1643642	Down
PAC-MAN Championship Edition DX+	key up	1643704	Left
PAC-MAN Championship Edition DX+	key down	1643907	Right
PAC-MAN Championship Edition DX+	key up	1643922	Down
PAC-MAN Championship Edition DX+	key down	1644141	Up
PAC-MAN Championship Edition DX+	key up	1644172	Right
PAC-MAN Championship Edition DX+	key down	1644858	Left
PAC-MAN Championship Edition DX+	key up	1644874	Up
PAC-MAN Championship Edition DX+	key down	1645264	Up
PAC-MAN Championship Edition DX+	key up	1645295	Left
PAC-MAN Championship Edition DX+	key down	1645529	Right
PAC-MAN Championship Edition DX+	key up	1645529	Up
PAC-MAN Championship Edition DX+	key down	1646138	Down
PAC-MAN Championship Edition DX+	key up	1646153	Right
PAC-MAN Championship Edition DX+	key down	1646418	Left
PAC-MAN Championship Edition DX+	key up	1646418	Down
PAC-MAN Championship Edition DX+	key up	1646606	Left
PAC-MAN Championship Edition DX+	key down	1646621	Up
PAC-MAN Championship Edition DX+	key up	1646730	Up
PAC-MAN Championship Edition DX+	key down	1646980	Right
PAC-MAN Championship Edition DX+	key down	1647417	Down
PAC-MAN Championship Edition DX+	key up	1647432	Right
PAC-MAN Championship Edition DX+	key down	1647588	Left
PAC-MAN Championship Edition DX+	key up	1647604	Down
PAC-MAN Championship Edition DX+	key down	1648119	Up
PAC-MAN Championship Edition DX+	key up	1648150	Left
PAC-MAN Championship Edition DX+	key down	1648368	Right
PAC-MAN Championship Edition DX+	key up	1648384	Up
PAC-MAN Championship Edition DX+	key down	1648914	Down
PAC-MAN Championship Edition DX+	key up	1648946	Right
PAC-MAN Championship Edition DX+	key up	1649523	Down
PAC-MAN Championship Edition DX+	key down	1649554	Left
PAC-MAN Championship Edition DX+	key down	1649897	Down
PAC-MAN Championship Edition DX+	key up	1649913	Left
PAC-MAN Championship Edition DX+	key down	1650100	Right
PAC-MAN Championship Edition DX+	key up	1650116	Down
PAC-MAN Championship Edition DX+	key down	1651800	Up
PAC-MAN Championship Edition DX+	key up	1651816	Right
PAC-MAN Championship Edition DX+	key up	1651972	Up
PAC-MAN Championship Edition DX+	key down	1651988	Left
PAC-MAN Championship Edition DX+	key down	1653329	Down
PAC-MAN Championship Edition DX+	key up	1653376	Left
PAC-MAN Championship Edition DX+	key down	1653844	Left
PAC-MAN Championship Edition DX+	key up	1653891	Down
PAC-MAN Championship Edition DX+	key up	1654749	Left
PAC-MAN Championship Edition DX+	key down	1654780	Up
PAC-MAN Championship Edition DX+	key up	1655248	Up
PAC-MAN Championship Edition DX+	key down	1655311	Right
PAC-MAN Championship Edition DX+	key up	1656995	Right
PAC-MAN Championship Edition DX+	key down	1657027	Up
PAC-MAN Championship Edition DX+	key down	1657307	Right
PAC-MAN Championship Edition DX+	key up	1657307	Up
PAC-MAN Championship Edition DX+	key down	1657635	Down
PAC-MAN Championship Edition DX+	key up	1657697	Right
PAC-MAN Championship Edition DX+	key down	1657931	Left
PAC-MAN Championship Edition DX+	key up	1657931	Down
PAC-MAN Championship Edition DX+	key down	1658119	Down
PAC-MAN Championship Edition DX+	key up	1658134	Left
PAC-MAN Championship Edition DX+	key up	1658571	Down
PAC-MAN Championship Edition DX+	key down	1658587	Right
PAC-MAN Championship Edition DX+	key down	1658789	Down
PAC-MAN Championship Edition DX+	key up	1658852	Right
PAC-MAN Championship Edition DX+	key down	1659055	Left
PAC-MAN Championship Edition DX+	key up	1659070	Down
PAC-MAN Championship Edition DX+	key down	1659335	Up
PAC-MAN Championship Edition DX+	key up	1659367	Left
PAC-MAN Championship Edition DX+	key up	1659569	Up
PAC-MAN Championship Edition DX+	key down	1659601	Left
PAC-MAN Championship Edition DX+	key up	1659647	Left
PAC-MAN Championship Edition DX+	key down	1660771	Down
PAC-MAN Championship Edition DX+	key up	1660973	Down
PAC-MAN Championship Edition DX+	key down	1660989	Right
PAC-MAN Championship Edition DX+	key up	1661067	Right
PAC-MAN Championship Edition DX+	key down	1661239	Left
PAC-MAN Championship Edition DX+	key up	1661317	Left
PAC-MAN Championship Edition DX+	key down	1661363	Left
PAC-MAN Championship Edition DX+	key up	1661941	Left
PAC-MAN Championship Edition DX+	key down	1661987	Return
PAC-MAN Championship Edition DX+	key up	1662143	Return
PAC-MAN Championship Edition DX+	key down	1662299	Left
PAC-MAN Championship Edition DX+	key up	1662565	Left
PAC-MAN Championship Edition DX+	key down	1662658	Up
PAC-MAN Championship Edition DX+	key down	1662892	Right
PAC-MAN Championship Edition DX+	key up	1662923	Up
PAC-MAN Championship Edition DX+	key down	1664140	Down
PAC-MAN Championship Edition DX+	key up	1664156	Right
PAC-MAN Championship Edition DX+	key down	1664780	Right
PAC-MAN Championship Edition DX+	key up	1664811	Down
PAC-MAN Championship Edition DX+	key down	1665092	Up
PAC-MAN Championship Edition DX+	key up	1665248	Right
PAC-MAN Championship Edition DX+	key down	1665934	Left
PAC-MAN Championship Edition DX+	key up	1665965	Up
PAC-MAN Championship Edition DX+	key down	1666433	Up
PAC-MAN Championship Edition DX+	key up	1666433	Left
PAC-MAN Championship Edition DX+	key up	1666917	Up
PAC-MAN Championship Edition DX+	key down	1667073	Right
PAC-MAN Championship Edition DX+	key down	1667603	Up
PAC-MAN Championship Edition DX+	key up	1667619	Right
PAC-MAN Championship Edition DX+	key down	1668134	Right
PAC-MAN Championship Edition DX+	key up	1668165	Up
PAC-MAN Championship Edition DX+	key down	1668493	Down
PAC-MAN Championship Edition DX+	key up	1668508	Right
PAC-MAN Championship Edition DX+	key down	1668664	Right
PAC-MAN Championship Edition DX+	key up	1668664	Down
PAC-MAN Championship Edition DX+	key up	1668945	Right
PAC-MAN Championship Edition DX+	key down	1669007	Up
PAC-MAN Championship Edition DX+	key up	1669179	Up
PAC-MAN Championship Edition DX+	key down	1669210	Left
PAC-MAN Championship Edition DX+	key down	1670614	Down
PAC-MAN Championship Edition DX+	key up	1670645	Left
PAC-MAN Championship Edition DX+	key up	1671472	Down
PAC-MAN Championship Edition DX+	key down	1671566	Left
PAC-MAN Championship Edition DX+	key up	1671925	Left
PAC-MAN Championship Edition DX+	key down	1672533	Down
PAC-MAN Championship Edition DX+	key up	1672673	Down
PAC-MAN Championship Edition DX+	key down	1672751	Right
PAC-MAN Championship Edition DX+	key up	1672985	Right
PAC-MAN Championship Edition DX+	key down	1673547	Up
PAC-MAN Championship Edition DX+	key up	1673719	Up
PAC-MAN Championship Edition DX+	key down	1673953	Left
PAC-MAN Championship Edition DX+	key up	1674077	Left
PAC-MAN Championship Edition DX+	key down	1674280	Up
PAC-MAN Championship Edition DX+	key up	1674608	Up
PAC-MAN Championship Edition DX+	key down	1674935	Left
PAC-MAN Championship Edition DX+	key up	1675388	Left
PAC-MAN Championship Edition DX+	key down	1675653	Down
PAC-MAN Championship Edition DX+	key up	1675965	Down
PAC-MAN Championship Edition DX+	key down	1676105	Right
PAC-MAN Championship Edition DX+	key up	1676308	Right
PAC-MAN Championship Edition DX+	key down	1676683	Down
PAC-MAN Championship Edition DX+	key up	1677073	Down
PAC-MAN Championship Edition DX+	key down	1677556	Right
PAC-MAN Championship Edition DX+	key up	1677790	Right
PAC-MAN Championship Edition DX+	key down	1679007	Up
PAC-MAN Championship Edition DX+	key up	1679163	Up
PAC-MAN Championship Edition DX+	key down	1679210	Right
PAC-MAN Championship Edition DX+	key up	1679350	Right
PAC-MAN Championship Edition DX+	key down	1679397	Up
PAC-MAN Championship Edition DX+	key up	1679678	Up
PAC-MAN Championship Edition DX+	key down	1679756	Left
PAC-MAN Championship Edition DX+	key up	1680286	Left
PAC-MAN Championship Edition DX+	key down	1680349	Left
PAC-MAN Championship Edition DX+	key up	1680395	Left
PAC-MAN Championship Edition DX+	key down	1680489	Up
PAC-MAN Championship Edition DX+	key up	1680801	Up
PAC-MAN Championship Edition DX+	key down	1681394	Left
PAC-MAN Championship Edition DX+	key up	1681706	Left
PAC-MAN Championship Edition DX+	key down	1681737	Up
PAC-MAN Championship Edition DX+	key up	1682018	Up
PAC-MAN Championship Edition DX+	key down	1682330	Left
PAC-MAN Championship Edition DX+	key up	1682798	Left
PAC-MAN Championship Edition DX+	key down	1683125	Down
PAC-MAN Championship Edition DX+	key up	1683391	Down
PAC-MAN Championship Edition DX+	key down	1683484	Right
PAC-MAN Championship Edition DX+	key up	1683796	Right
PAC-MAN Championship Edition DX+	key down	1684093	Down
PAC-MAN Championship Edition DX+	key up	1684280	Down
PAC-MAN Championship Edition DX+	key down	1684295	Left
PAC-MAN Championship Edition DX+	key up	1684592	Left
PAC-MAN Championship Edition DX+	key down	1685310	Down
PAC-MAN Championship Edition DX+	key up	1685466	Down
PAC-MAN Championship Edition DX+	key down	1685544	Right
PAC-MAN Championship Edition DX+	key up	1685887	Right
PAC-MAN Championship Edition DX+	key down	1686308	Up
PAC-MAN Championship Edition DX+	key up	1686464	Up
PAC-MAN Championship Edition DX+	key down	1686558	Right
PAC-MAN Championship Edition DX+	key up	1687010	Right
PAC-MAN Championship Edition DX+	key down	1687228	Up
PAC-MAN Championship Edition DX+	key up	1687525	Up
PAC-MAN Championship Edition DX+	key down	1687977	Right
PAC-MAN Championship Edition DX+	key up	1688632	Right
PAC-MAN Championship Edition DX+	key down	1689038	Up
PAC-MAN Championship Edition DX+	key up	1689178	Up
PAC-MAN Championship Edition DX+	key down	1689241	Left
PAC-MAN Championship Edition DX+	key up	1689662	Left
PAC-MAN Championship Edition DX+	key down	1690036	Down
PAC-MAN Championship Edition DX+	key up	1690333	Down
PAC-MAN Championship Edition DX+	key down	1690660	Up
PAC-MAN Championship Edition DX+	key up	1690707	Up
PAC-MAN Championship Edition DX+	key down	1690723	Left
PAC-MAN Championship Edition DX+	key up	1691394	Left
PAC-MAN Championship Edition DX+	key down	1691409	Up
PAC-MAN Championship Edition DX+	key up	1691924	Up
PAC-MAN Championship Edition DX+	key down	1692033	Down
PAC-MAN Championship Edition DX+	key up	1692252	Down
PAC-MAN Championship Edition DX+	key down	1692361	Return
PAC-MAN Championship Edition DX+	key up	1692408	Return
PAC-MAN Championship Edition DX+	key down	1692876	Left
PAC-MAN Championship Edition DX+	key up	1693094	Left
PAC-MAN Championship Edition DX+	key down	1693141	Up
PAC-MAN Championship Edition DX+	key up	1693328	Up
PAC-MAN Championship Edition DX+	key down	1693375	Left
PAC-MAN Championship Edition DX+	key up	1693968	Left
PAC-MAN Championship Edition DX+	key down	1694326	Up
PAC-MAN Championship Edition DX+	key down	1694560	Right
PAC-MAN Championship Edition DX+	key up	1694576	Up
PAC-MAN Championship Edition DX+	key down	1695309	Down
PAC-MAN Championship Edition DX+	key up	1695325	Right
PAC-MAN Championship Edition DX+	key down	1695574	Right
PAC-MAN Championship Edition DX+	key up	1695590	Down
PAC-MAN Championship Edition DX+	key up	1695762	Right
PAC-MAN Championship Edition DX+	key down	1695793	Down
PAC-MAN Championship Edition DX+	key up	1696089	Down
PAC-MAN Championship Edition DX+	key down	1696167	Up
PAC-MAN Championship Edition DX+	key down	1696323	Right
PAC-MAN Championship Edition DX+	key up	1696339	Up
PAC-MAN Championship Edition DX+	key up	1696869	Right
PAC-MAN Championship Edition DX+	key down	1697150	Down
PAC-MAN Championship Edition DX+	key up	1697790	Down
PAC-MAN Championship Edition DX+	key down	1698039	Right
PAC-MAN Championship Edition DX+	key up	1698320	Right
PAC-MAN Championship Edition DX+	key down	1698679	Down
PAC-MAN Championship Edition DX+	key up	1698882	Down
PAC-MAN Championship Edition DX+	key down	1698960	Left
PAC-MAN Championship Edition DX+	key up	1699178	Left
PAC-MAN Championship Edition DX+	key down	1699662	Up
PAC-MAN Championship Edition DX+	key up	1699802	Up
PAC-MAN Championship Edition DX+	key down	1700488	Left
PAC-MAN Championship Edition DX+	key up	1701081	Left
PAC-MAN Championship Edition DX+	key down	1701362	Up
PAC-MAN Championship Edition DX+	key up	1701487	Up
PAC-MAN Championship Edition DX+	key down	1701534	Left
PAC-MAN Championship Edition DX+	key up	1701830	Left
PAC-MAN Championship Edition DX+	key down	1703187	Down
PAC-MAN Championship Edition DX+	key up	1703437	Down
PAC-MAN Championship Edition DX+	key down	1703515	Up
PAC-MAN Championship Edition DX+	key down	1703686	Right
PAC-MAN Championship Edition DX+	key up	1703718	Up
PAC-MAN Championship Edition DX+	key down	1705356	Down
PAC-MAN Championship Edition DX+	key up	1705371	Right
PAC-MAN Championship Edition DX+	key up	1705839	Down
PAC-MAN Championship Edition DX+	key down	1706214	Left
PAC-MAN Championship Edition DX+	key down	1707446	Right
PAC-MAN Championship Edition DX+	key up	1707462	Left
PAC-MAN Championship Edition DX+	key down	1707727	Up
PAC-MAN Championship Edition DX+	key up	1707758	Right
PAC-MAN Championship Edition DX+	key down	1709583	Left
PAC-MAN Championship Edition DX+	key up	1709630	Up
PAC-MAN Championship Edition DX+	key up	1710051	Left
PAC-MAN Championship Edition DX+	key down	1710223	Down
PAC-MAN Championship Edition DX+	key up	1711752	Down
PAC-MAN Championship Edition DX+	key down	1711876	Up
PAC-MAN Championship Edition DX+	key up	1712266	Up
PAC-MAN Championship Edition DX+	key down	1712376	Down
PAC-MAN Championship Edition DX+	key down	1712688	Right
PAC-MAN Championship Edition DX+	key up	1712719	Down
PAC-MAN Championship Edition DX+	key down	1713936	Up
PAC-MAN Championship Edition DX+	key up	1713936	Right
PAC-MAN Championship Edition DX+	key up	1714747	Up
PAC-MAN Championship Edition DX+	key down	1715386	Left
PAC-MAN Championship Edition DX+	key down	1715870	Up
PAC-MAN Championship Edition DX+	key up	1715886	Left
PAC-MAN Championship Edition DX+	key down	1716151	Right
PAC-MAN Championship Edition DX+	key up	1716166	Up
PAC-MAN Championship Edition DX+	key up	1716884	Right
PAC-MAN Championship Edition DX+	key down	1717087	Up
PAC-MAN Championship Edition DX+	key up	1717274	Up
PAC-MAN Championship Edition DX+	key down	1717305	Left
PAC-MAN Championship Edition DX+	key down	1718039	Down
PAC-MAN Championship Edition DX+	key up	1718085	Left
