Program	Message	Time	Details
Papers Please	mouse left up	13126267	(293, 611)
Papers Please	mouse left down	13126641	(559, 601)
Papers Please	mouse left up	13127109	(773, 545)
Papers Please	mouse left down	13128014	(1229, 478)
Papers Please	mouse left up	13128139	(1229, 478)
Papers Please	mouse left down	13130229	(1080, 625)
Papers Please	mouse left up	13130323	(1080, 625)
Papers Please	mouse left down	13131649	(821, 647)
Papers Please	mouse left up	13135767	(925, 662)
Papers Please	mouse left down	13137062	(1351, 460)
Papers Please	mouse left up	13137171	(1351, 460)
Papers Please	mouse left down	13137764	(912, 619)
Papers Please	mouse left up	13138622	(1226, 640)
Papers Please	mouse left down	13139667	(1188, 410)
Papers Please	mouse left up	13139808	(1188, 410)
Papers Please	mouse left down	13140338	(1184, 596)
Papers Please	mouse left up	13141056	(395, 448)
Papers Please	mouse left down	13141617	(298, 622)
Papers Please	mouse left up	13141945	(463, 464)
Papers Please	mouse left down	13142819	(566, 283)
Papers Please	mouse left up	13142928	(567, 283)
Papers Please	mouse left down	13144285	(576, 274)
Papers Please	mouse left up	13144394	(576, 274)
Papers Please	mouse left down	13145174	(909, 374)
Papers Please	mouse left up	13145299	(909, 374)
Papers Please	mouse left down	13155455	(1228, 444)
Papers Please	mouse left up	13155564	(1228, 444)
Papers Please	mouse left down	13158153	(1351, 750)
Papers Please	mouse left up	13158263	(1349, 751)
Papers Please	mouse left down	13159058	(962, 418)
Papers Please	mouse left up	13159167	(962, 418)
Papers Please	mouse left down	13159635	(406, 610)
Papers Please	mouse left up	13159745	(406, 610)
Papers Please	mouse left down	13161929	(412, 705)
Papers Please	mouse left up	13162007	(412, 705)
Papers Please	mouse left down	13171476	(905, 373)
Papers Please	mouse left up	13171601	(905, 373)
Papers Please	mouse left down	13174175	(585, 279)
Papers Please	mouse left up	13174300	(585, 279)
Papers Please	mouse left down	13180992	(400, 637)
Papers Please	mouse left up	13181398	(646, 560)
Papers Please	mouse left down	13181975	(395, 634)
Papers Please	mouse left up	13183566	(335, 660)
Papers Please	mouse left down	13184003	(689, 509)
Papers Please	mouse left up	13184377	(760, 496)
Papers Please	mouse left down	13185204	(1239, 486)
Papers Please	mouse left up	13185329	(1239, 486)
Papers Please	mouse left down	13186343	(1085, 625)
Papers Please	mouse left up	13186468	(1085, 625)
Papers Please	mouse left down	13190118	(1362, 457)
Papers Please	mouse left up	13190243	(1361, 457)
Papers Please	mouse left down	13190711	(661, 673)
Papers Please	mouse left up	13191319	(1150, 703)
Papers Please	mouse left down	13191740	(1186, 444)
Papers Please	mouse left up	13191834	(1186, 444)
Papers Please	mouse left down	13192162	(1207, 641)
Papers Please	mouse left up	13192801	(422, 448)
Papers Please	mouse left down	13193316	(355, 640)
Papers Please	mouse left up	13193628	(387, 545)
Papers Please	mouse left down	13193971	(353, 630)
Papers Please	mouse left up	13194299	(405, 453)
Papers Please	mouse left down	13196982	(587, 276)
Papers Please	mouse left up	13197091	(587, 276)
Papers Please	mouse left down	13198698	(916, 369)
Papers Please	mouse left up	13198807	(916, 369)
Papers Please	mouse left down	13203503	(412, 608)
Papers Please	mouse left up	13203721	(524, 609)
Papers Please	mouse left down	13204065	(404, 623)
Papers Please	mouse left up	13205281	(358, 618)
Papers Please	mouse left down	13205656	(533, 601)
Papers Please	mouse left up	13206155	(767, 509)
Papers Please	mouse left down	13206888	(1235, 485)
Papers Please	mouse left up	13207029	(1235, 485)
Papers Please	mouse left down	13208058	(1349, 741)
Papers Please	mouse left up	13208167	(1338, 741)
Papers Please	mouse left down	13208979	(686, 579)
Papers Please	mouse left up	13209088	(686, 579)
Papers Please	mouse left down	13209462	(436, 461)
Papers Please	mouse left up	13209603	(435, 461)
Papers Please	mouse left down	13211662	(416, 702)
Papers Please	mouse left up	13211787	(416, 702)
Papers Please	mouse left down	13213206	(1371, 430)
Papers Please	mouse left up	13213347	(1371, 430)
Papers Please	mouse left down	13213877	(1362, 436)
Papers Please	mouse left up	13214017	(1362, 436)
Papers Please	mouse left down	13214532	(750, 609)
Papers Please	mouse left up	13214829	(1005, 680)
Papers Please	mouse left down	13215187	(956, 436)
Papers Please	mouse left up	13215281	(962, 455)
Papers Please	mouse left down	13215468	(1042, 640)
Papers Please	mouse left up	13216201	(395, 468)
Papers Please	mouse left down	13216810	(344, 632)
Papers Please	mouse left up	13217106	(391, 475)
Papers Please	mouse left down	13219353	(583, 271)
Papers Please	mouse left up	13219524	(583, 271)
Papers Please	mouse left down	13220803	(913, 373)
Papers Please	mouse left up	13220944	(913, 373)
Papers Please	mouse left down	13222956	(1244, 480)
Papers Please	mouse left up	13223097	(1244, 480)
Papers Please	mouse left down	13225749	(401, 630)
Papers Please	mouse left up	13225951	(517, 621)
Papers Please	mouse left down	13226310	(408, 620)
Papers Please	mouse left up	13227309	(395, 603)
Papers Please	mouse left down	13227683	(541, 601)
Papers Please	mouse left up	13228791	(775, 537)
Papers Please	mouse left down	13229680	(1076, 620)
Papers Please	mouse left up	13229805	(1077, 620)
Papers Please	mouse left down	13230678	(853, 628)
Papers Please	mouse left up	13232348	(947, 638)
Papers Please	mouse left down	13233798	(1348, 745)
Papers Please	mouse left up	13233876	(1348, 745)
Papers Please	mouse left down	13235468	(938, 626)
Papers Please	mouse left up	13235592	(938, 626)
Papers Please	mouse left down	13236326	(946, 633)
Papers Please	mouse left up	13236450	(946, 633)
Papers Please	mouse left down	13237308	(264, 724)
Papers Please	mouse left up	13237402	(264, 724)
Papers Please	mouse left down	13239336	(405, 699)
Papers Please	mouse left up	13239446	(405, 699)
Papers Please	mouse left down	13240257	(1367, 420)
Papers Please	mouse left up	13240366	(1367, 420)
Papers Please	mouse left down	13240912	(899, 594)
Papers Please	mouse left up	13241162	(987, 632)
Papers Please	mouse left down	13241536	(979, 430)
Papers Please	mouse left up	13241630	(978, 435)
Papers Please	mouse left down	13241910	(944, 626)
Papers Please	mouse left up	13242550	(428, 467)
Papers Please	mouse left down	13243190	(395, 630)
Papers Please	mouse left up	13243486	(383, 471)
Papers Please	mouse left down	13245717	(583, 276)
Papers Please	mouse left up	13245888	(583, 276)
Papers Please	mouse left down	13247214	(915, 367)
Papers Please	mouse left up	13247324	(915, 367)
Papers Please	mouse left down	13248041	(1258, 473)
Papers Please	mouse left up	13248166	(1258, 473)
Papers Please	mouse left down	13252472	(418, 596)
Papers Please	mouse left up	13252830	(745, 511)
Papers Please	mouse left down	13254468	(916, 369)
Papers Please	mouse left up	13254593	(918, 369)
Papers Please	mouse left down	13255826	(1227, 452)
Papers Please	mouse left up	13255904	(1227, 452)
Papers Please	mouse left down	13256762	(1350, 747)
Papers Please	mouse left up	13256855	(1350, 747)
Papers Please	mouse left down	13257557	(1033, 520)
Papers Please	mouse left up	13257666	(1033, 520)
Papers Please	mouse left down	13258244	(477, 610)
Papers Please	mouse left up	13258384	(477, 610)
Papers Please	mouse left down	13259991	(402, 717)
Papers Please	mouse left up	13260131	(402, 717)
Papers Please	mouse left down	13261613	(1364, 442)
Papers Please	mouse left up	13261738	(1361, 442)
Papers Please	mouse left down	13262487	(755, 567)
Papers Please	mouse left up	13262768	(1046, 658)
Papers Please	mouse left down	13263127	(940, 403)
Papers Please	mouse left up	13263220	(937, 423)
Papers Please	mouse left down	13263439	(1032, 629)
Papers Please	mouse left up	13263953	(421, 430)
Papers Please	mouse left down	13265108	(822, 417)
Papers Please	mouse left up	13265248	(821, 417)
Papers Please	mouse left down	13266730	(583, 278)
Papers Please	mouse left up	13266855	(583, 278)
Papers Please	mouse left down	13268119	(922, 373)
Papers Please	mouse left up	13268212	(922, 373)
Papers Please	mouse left down	13269772	(1239, 476)
Papers Please	mouse left up	13269866	(1239, 476)
Papers Please	mouse left down	13273313	(392, 627)
Papers Please	mouse left up	13274000	(775, 482)
Papers Please	mouse left down	13274639	(392, 616)
Papers Please	mouse left up	13275887	(733, 589)
Papers Please	mouse left down	13277354	(1350, 760)
Papers Please	mouse left up	13277447	(1350, 759)
Papers Please	mouse left down	13279117	(918, 373)
Papers Please	mouse left up	13279226	(918, 373)
Papers Please	mouse left down	13279772	(1356, 744)
Papers Please	mouse left up	13279897	(1347, 736)
Papers Please	mouse left down	13280677	(919, 366)
Papers Please	mouse left up	13280770	(919, 366)
Papers Please	mouse left down	13282330	(1361, 452)
Papers Please	mouse left up	13282439	(1361, 450)
Papers Please	mouse left down	13282939	(671, 404)
Papers Please	mouse left up	13283297	(902, 545)
Papers Please	mouse left down	13283609	(927, 425)
Papers Please	mouse left up	13283703	(928, 434)
Papers Please	mouse left down	13283953	(1016, 642)
Papers Please	mouse left up	13284358	(440, 413)
Papers Please	mouse left down	13284764	(694, 572)
Papers Please	mouse left up	13285107	(388, 429)
Papers Please	mouse left down	13288165	(573, 270)
Papers Please	mouse left up	13288367	(573, 270)
Papers Please	mouse left down	13294077	(1238, 479)
Papers Please	mouse left up	13294186	(1238, 479)
Papers Please	mouse left down	13294857	(421, 603)
Papers Please	mouse left up	13295325	(798, 548)
Papers Please	mouse left down	13296573	(1196, 479)
Papers Please	mouse left up	13296698	(1196, 479)
Papers Please	mouse left down	13297587	(1043, 554)
Papers Please	mouse left up	13297696	(1043, 554)
Papers Please	mouse left down	13300676	(1342, 744)
Papers Please	mouse left up	13300801	(1341, 744)
Papers Please	mouse left down	13301815	(731, 600)
Papers Please	mouse left up	13301940	(730, 600)
Papers Please	mouse left down	13302314	(452, 441)
Papers Please	mouse left up	13302439	(451, 441)
Papers Please	mouse left down	13304233	(407, 707)
Papers Please	mouse left up	13304358	(407, 707)
Papers Please	mouse left down	13307836	(1360, 423)
Papers Please	mouse left up	13307930	(1356, 424)
Papers Please	mouse left down	13308289	(783, 535)
Papers Please	mouse left up	13308554	(917, 584)
Papers Please	mouse left down	13308882	(932, 439)
Papers Please	mouse left up	13308960	(932, 439)
Papers Please	mouse left down	13309240	(936, 666)
Papers Please	mouse left up	13309880	(426, 473)
Papers Please	mouse left down	13310379	(397, 625)
Papers Please	mouse left up	13310629	(417, 427)
Papers Please	mouse left down	13312360	(815, 436)
Papers Please	mouse left up	13312485	(815, 436)
Papers Please	mouse left down	13324045	(1287, 741)
Papers Please	mouse left up	13324201	(1287, 741)
Papers Please	mouse left down	13327087	(804, 738)
Papers Please	mouse left up	13327259	(804, 738)
Papers Please	mouse left down	13340721	(1115, 723)
Papers Please	mouse left up	13340955	(1115, 723)
Papers Please	mouse left down	13346103	(1114, 722)
Papers Please	mouse left up	13347913	(1114, 722)
Papers Please	mouse left down	13349145	(945, 447)
Papers Please	mouse left up	13349769	(331, 699)
Papers Please	mouse left down	13350269	(493, 709)
Papers Please	mouse left up	13351017	(959, 546)
Papers Please	mouse left down	13351797	(585, 283)
Papers Please	mouse left up	13351860	(584, 283)
Papers Please	mouse left down	13352265	(556, 387)
Papers Please	mouse left up	13352343	(554, 386)
Papers Please	mouse left down	13353342	(1068, 592)
Papers Please	mouse left up	13353373	(1068, 590)
Papers Please	mouse left down	13355151	(1050, 493)
Papers Please	mouse left up	13355261	(1050, 493)
Papers Please	mouse left down	13358599	(415, 613)
Papers Please	mouse left up	13359878	(753, 572)
Papers Please	mouse left down	13360237	(1021, 502)
Papers Please	mouse left up	13360565	(1182, 494)
Papers Please	mouse left down	13361189	(895, 382)
Papers Please	mouse left up	13361314	(895, 382)
Papers Please	mouse left down	13364948	(386, 627)
Papers Please	mouse left up	13368490	(1048, 546)
Papers Please	mouse left down	13375728	(1129, 644)
Papers Please	mouse left up	13376586	(877, 644)
Papers Please	mouse left down	13377896	(1221, 574)
Papers Please	mouse left up	13378006	(1221, 574)
Papers Please	mouse left down	13378895	(1199, 482)
Papers Please	mouse left up	13379113	(1199, 483)
Papers Please	mouse left down	13380720	(828, 547)
Papers Please	mouse left up	13382561	(323, 626)
Papers Please	mouse left down	13384651	(904, 397)
Papers Please	mouse left up	13384745	(904, 397)
Papers Please	mouse left down	13385416	(1230, 505)
Papers Please	mouse left up	13385494	(1230, 505)
Papers Please	mouse left down	13387303	(1188, 430)
Papers Please	mouse left up	13387412	(1188, 430)
Papers Please	mouse left down	13389004	(800, 571)
Papers Please	mouse left up	13390704	(989, 573)
Papers Please	mouse left down	13391297	(1366, 454)
Papers Please	mouse left up	13391359	(1361, 454)
Papers Please	mouse left down	13391718	(1016, 617)
Papers Please	mouse left up	13392046	(1260, 627)
Papers Please	mouse left down	13392451	(1193, 450)
Papers Please	mouse left up	13392529	(1189, 462)
Papers Please	mouse left down	13392763	(1178, 656)
Papers Please	mouse left up	13393309	(403, 478)
Papers Please	mouse left down	13393699	(347, 602)
Papers Please	mouse left up	13393949	(418, 441)
Papers Please	mouse left down	13396929	(578, 277)
Papers Please	mouse left up	13397038	(578, 277)
Papers Please	mouse left down	13398036	(910, 394)
Papers Please	mouse left up	13398192	(910, 394)
Papers Please	mouse left down	13399830	(1215, 509)
Papers Please	mouse left up	13399924	(1215, 509)
Papers Please	mouse left down	13403403	(398, 615)
Papers Please	mouse left up	13404666	(746, 547)
Papers Please	mouse left down	13405150	(427, 608)
Papers Please	mouse left up	13411780	(1021, 550)
Papers Please	mouse left down	13412887	(1348, 767)
Papers Please	mouse left up	13412981	(1345, 764)
Papers Please	mouse left down	13413995	(670, 648)
Papers Please	mouse left up	13414104	(669, 647)
Papers Please	mouse left down	13414572	(418, 470)
Papers Please	mouse left up	13414681	(418, 469)
Papers Please	mouse left down	13416694	(417, 709)
Papers Please	mouse left up	13416850	(417, 709)
Papers Please	mouse left down	13418675	(1366, 445)
Papers Please	mouse left up	13418800	(1366, 445)
Papers Please	mouse left down	13419486	(779, 581)
Papers Please	mouse left up	13419830	(1006, 622)
Papers Please	mouse left down	13420157	(949, 435)
Papers Please	mouse left up	13420251	(949, 440)
Papers Please	mouse left down	13420454	(971, 595)
Papers Please	mouse left up	13421296	(739, 591)
Papers Please	mouse left down	13422060	(1140, 356)
Papers Please	mouse left up	13422107	(1144, 356)
Papers Please	mouse left down	13422310	(1151, 351)
Papers Please	mouse left up	13422435	(1151, 351)
Papers Please	mouse left down	13423262	(1119, 579)
Papers Please	mouse left up	13423932	(393, 465)
Papers Please	mouse left down	13425664	(823, 443)
Papers Please	mouse left up	13425820	(823, 443)
Papers Please	mouse left down	13428768	(1041, 675)
Papers Please	mouse left up	13429970	(1228, 687)
Papers Please	mouse left down	13430750	(751, 585)
Papers Please	mouse left up	13430968	(859, 608)
Papers Please	mouse left down	13431608	(1353, 453)
Papers Please	mouse left up	13431717	(1353, 453)
Papers Please	mouse left down	13432169	(926, 627)
Papers Please	mouse left up	13432590	(1269, 595)
Papers Please	mouse left down	13432965	(1180, 434)
Papers Please	mouse left up	13433058	(1177, 441)
Papers Please	mouse left down	13433292	(1175, 642)
Papers Please	mouse left up	13434244	(411, 478)
Papers Please	mouse left down	13434665	(947, 618)
Papers Please	mouse left up	13435133	(400, 489)
Papers Please	mouse left down	13438035	(579, 276)
Papers Please	mouse left up	13438175	(579, 276)
Papers Please	mouse left down	13444571	(430, 615)
Papers Please	mouse left up	13445289	(806, 553)
Papers Please	mouse left down	13447176	(900, 386)
Papers Please	mouse left up	13447301	(900, 386)
Papers Please	mouse left down	13449563	(1195, 473)
Papers Please	mouse left up	13449688	(1195, 473)
Papers Please	mouse left down	13450609	(1332, 750)
Papers Please	mouse left up	13450702	(1333, 750)
Papers Please	mouse left down	13451326	(986, 589)
Papers Please	mouse left up	13451420	(986, 589)
Papers Please	mouse left down	13451794	(552, 630)
Papers Please	mouse left up	13451935	(552, 630)
Papers Please	mouse left down	13453666	(412, 710)
Papers Please	mouse left up	13453775	(412, 710)
Papers Please	mouse left down	13456474	(755, 518)
Papers Please	mouse left up	13456708	(940, 566)
Papers Please	mouse left down	13457582	(1361, 427)
Papers Please	mouse left up	13457675	(1360, 428)
Papers Please	mouse left down	13458331	(1012, 461)
Papers Please	mouse left up	13458409	(1007, 461)
Papers Please	mouse left down	13458658	(1000, 641)
Papers Please	mouse left up	13459204	(409, 501)
Papers Please	mouse left down	13460031	(438, 625)
Papers Please	mouse left up	13460359	(405, 422)
Papers Please	mouse left down	13460873	(428, 635)
Papers Please	mouse left up	13461139	(439, 461)
Papers Please	mouse left down	13464851	(816, 436)
Papers Please	mouse left up	13464929	(816, 436)
Papers Please	mouse left down	13465585	(909, 394)
Papers Please	mouse left up	13465694	(909, 394)
Papers Please	mouse left down	13467223	(577, 277)
Papers Please	mouse left up	13467441	(577, 277)
Papers Please	mouse left down	13468970	(1228, 508)
Papers Please	mouse left up	13469063	(1228, 508)
Papers Please	mouse left down	13474586	(365, 639)
Papers Please	mouse left up	13475553	(781, 546)
Papers Please	mouse left down	13475990	(414, 623)
Papers Please	mouse left up	13488205	(1081, 559)
Papers Please	mouse left down	13489219	(1348, 747)
Papers Please	mouse left up	13489344	(1348, 747)
Papers Please	mouse left down	13490264	(1074, 611)
Papers Please	mouse left up	13490358	(1071, 611)
Papers Please	mouse left down	13490763	(842, 689)
Papers Please	mouse left up	13490872	(841, 689)
Papers Please	mouse left down	13493041	(408, 701)
Papers Please	mouse left up	13493134	(408, 701)
Papers Please	mouse left down	13493977	(1360, 433)
Papers Please	mouse left up	13494102	(1360, 433)
Papers Please	mouse left down	13494741	(794, 587)
Papers Please	mouse left up	13495818	(966, 622)
Papers Please	mouse left down	13496239	(979, 426)
Papers Please	mouse left up	13496317	(980, 426)
Papers Please	mouse left down	13496566	(974, 607)
Papers Please	mouse left up	13497128	(406, 482)
Papers Please	mouse left down	13497518	(1086, 647)
Papers Please	mouse left up	13498002	(403, 489)
Papers Please	mouse left down	13498875	(822, 423)
Papers Please	mouse left up	13499000	(821, 423)
Papers Please	mouse left down	13499967	(583, 272)
Papers Please	mouse left up	13500139	(583, 272)
Papers Please	mouse left down	13506738	(420, 625)
Papers Please	mouse left up	13507549	(759, 544)
Papers Please	mouse left down	13508532	(388, 636)
Papers Please	mouse left up	13513477	(1024, 557)
Papers Please	mouse left down	13514210	(1324, 747)
Papers Please	mouse left up	13514351	(1324, 746)
Papers Please	mouse left down	13515099	(1080, 699)
Papers Please	mouse left up	13515224	(1080, 699)
Papers Please	mouse left down	13516129	(255, 724)
Papers Please	mouse left up	13516269	(256, 724)
Papers Please	mouse left down	13518453	(399, 673)
Papers Please	mouse left up	13518547	(399, 673)
Papers Please	mouse left down	13520076	(778, 463)
Papers Please	mouse left up	13520450	(1014, 476)
Papers Please	mouse left down	13522759	(1003, 504)
Papers Please	mouse left up	13523804	(787, 546)
Papers Please	mouse left down	13524444	(1367, 424)
Papers Please	mouse left up	13524569	(1361, 429)
Papers Please	mouse left down	13525005	(763, 628)
Papers Please	mouse left up	13525458	(1176, 623)
Papers Please	mouse left down	13525770	(1186, 458)
Papers Please	mouse left up	13525848	(1183, 462)
Papers Please	mouse left down	13526035	(1143, 679)
Papers Please	mouse left up	13526612	(441, 447)
Papers Please	mouse left down	13527018	(942, 635)
Papers Please	mouse left up	13527439	(388, 460)
Papers Please	mouse left down	13528157	(813, 449)
Papers Please	mouse left up	13528297	(813, 449)
Papers Please	mouse left down	13530699	(420, 620)
Papers Please	mouse left up	13531823	(646, 384)
Papers Please	mouse left down	13532540	(576, 277)
Papers Please	mouse left up	13532634	(576, 277)
Papers Please	mouse left down	13537891	(975, 671)
Papers Please	mouse left up	13538406	(832, 665)
Papers Please	mouse left down	13538718	(795, 630)
Papers Please	mouse left up	13539030	(793, 562)
Papers Please	mouse left down	13539342	(868, 602)
Papers Please	mouse left up	13539872	(678, 668)
Papers Please	mouse left down	13540621	(407, 647)
Papers Please	mouse left up	13541245	(830, 562)
Papers Please	mouse left down	13541853	(435, 619)
Papers Please	mouse left up	13546705	(1130, 553)
Papers Please	mouse left down	13550574	(1313, 508)
Papers Please	mouse left up	13550683	(1313, 508)
Papers Please	mouse left down	13551572	(973, 477)
Papers Please	mouse left up	13551666	(973, 477)
Papers Please	mouse left down	13551900	(986, 489)
Papers Please	mouse left up	13551994	(986, 489)
Papers Please	mouse left down	13553522	(822, 673)
Papers Please	mouse left up	13554022	(840, 672)
Papers Please	mouse left down	13554973	(1337, 767)
Papers Please	mouse left up	13555082	(1338, 763)
Papers Please	mouse left down	13556190	(774, 626)
Papers Please	mouse left up	13556299	(774, 626)
Papers Please	mouse left down	13556861	(386, 439)
Papers Please	mouse left up	13556939	(386, 438)
Papers Please	mouse left down	13558998	(415, 706)
Papers Please	mouse left up	13559107	(415, 706)
Papers Please	mouse left down	13563085	(1357, 442)
Papers Please	mouse left up	13563226	(1357, 442)
Papers Please	mouse left down	13563725	(875, 611)
Papers Please	mouse left up	13564115	(1025, 652)
Papers Please	mouse left down	13564442	(949, 440)
Papers Please	mouse left up	13564520	(949, 440)
Papers Please	mouse left down	13564739	(1001, 675)
Papers Please	mouse left up	13565332	(397, 419)
Papers Please	mouse left down	13566580	(1076, 748)
Papers Please	mouse left up	13567266	(410, 454)
Papers Please	mouse left down	13568155	(825, 436)
Papers Please	mouse left up	13568249	(825, 436)
Papers Please	mouse left down	13570402	(583, 273)
Papers Please	mouse left up	13570558	(583, 273)
Papers Please	mouse left down	13575597	(909, 388)
Papers Please	mouse left up	13575706	(908, 389)
Papers Please	mouse left down	13576798	(909, 392)
Papers Please	mouse left up	13576891	(909, 392)
Papers Please	mouse left down	13577890	(447, 622)
Papers Please	mouse left up	13579185	(776, 544)
Papers Please	mouse left down	13579840	(388, 614)
Papers Please	mouse left up	13583194	(1033, 587)
Papers Please	mouse left down	13585315	(1343, 750)
Papers Please	mouse left up	13585393	(1339, 746)
Papers Please	mouse left down	13586220	(1025, 633)
Papers Please	mouse left up	13586329	(1025, 633)
Papers Please	mouse left down	13586907	(775, 523)
Papers Please	mouse left up	13587016	(775, 523)
Papers Please	mouse left down	13587921	(785, 531)
Papers Please	mouse left up	13588077	(785, 531)
Papers Please	mouse left down	13589886	(415, 704)
Papers Please	mouse left up	13589980	(415, 704)
Papers Please	mouse left down	13593927	(1158, 357)
Papers Please	mouse left up	13594020	(1158, 357)
Papers Please	mouse left down	13594597	(1235, 549)
Papers Please	mouse left up	13595159	(418, 465)
Papers Please	mouse left down	13597031	(1082, 551)
Papers Please	mouse left up	13597312	(1076, 561)
Papers Please	mouse left down	13598107	(1094, 530)
Papers Please	mouse left up	13599714	(1163, 522)
Papers Please	mouse left down	13601524	(1368, 444)
Papers Please	mouse left up	13601617	(1368, 444)
Papers Please	mouse left down	13602117	(1209, 632)
Papers Please	mouse left up	13602460	(1133, 643)
Papers Please	mouse left down	13602787	(990, 477)
Papers Please	mouse left up	13602912	(983, 468)
Papers Please	mouse left down	13603131	(1023, 621)
Papers Please	mouse left up	13603552	(415, 448)
Papers Please	mouse left down	13603911	(649, 512)
Papers Please	mouse left up	13604644	(419, 462)
Papers Please	mouse left down	13606610	(576, 274)
Papers Please	mouse left up	13606844	(576, 274)
Papers Please	mouse left down	13609683	(811, 672)
Papers Please	mouse left up	13611227	(548, 682)
Papers Please	mouse left down	13612850	(1208, 473)
Papers Please	mouse left up	13612928	(1208, 473)
Papers Please	mouse left down	13613832	(400, 629)
Papers Please	mouse left up	13615065	(740, 561)
Papers Please	mouse left down	13617015	(1338, 758)
Papers Please	mouse left up	13617140	(1338, 758)
Papers Please	mouse left down	13624565	(976, 592)
Papers Please	mouse left up	13624674	(975, 592)
Papers Please	mouse left down	13625704	(442, 618)
Papers Please	mouse left up	13625829	(442, 618)
Papers Please	mouse left down	13627872	(423, 704)
Papers Please	mouse left up	13628028	(423, 704)
Papers Please	mouse left down	13632334	(1368, 446)
Papers Please	mouse left up	13632412	(1368, 446)
Papers Please	mouse left down	13633036	(730, 586)
Papers Please	mouse left up	13633239	(951, 645)
Papers Please	mouse left down	13633738	(921, 417)
Papers Please	mouse left up	13633816	(921, 423)
Papers Please	mouse left down	13634050	(942, 645)
Papers Please	mouse left up	13634721	(369, 449)
Papers Please	mouse left down	13636094	(818, 442)
Papers Please	mouse left up	13636172	(818, 442)
Papers Please	mouse left down	13641164	(573, 281)
Papers Please	mouse left up	13641367	(573, 281)
Papers Please	mouse left down	13648246	(414, 631)
Papers Please	mouse left up	13648979	(762, 576)
Papers Please	mouse left down	13650649	(419, 621)
Papers Please	mouse left up	13651288	(761, 479)
Papers Please	mouse left down	13652224	(889, 387)
Papers Please	mouse left up	13652349	(889, 387)
Papers Please	mouse left down	13652692	(895, 390)
Papers Please	mouse left up	13652786	(895, 390)
Papers Please	mouse left down	13654081	(1224, 503)
Papers Please	mouse left up	13654190	(1224, 503)
Papers Please	mouse left down	13654861	(1298, 552)
Papers Please	mouse left up	13654939	(1298, 552)
Papers Please	mouse left down	13663706	(1337, 748)
Papers Please	mouse left up	13663799	(1336, 748)
Papers Please	mouse left down	13665406	(796, 514)
Papers Please	mouse left up	13665515	(796, 514)
Papers Please	mouse left down	13666108	(415, 461)
Papers Please	mouse left up	13666217	(415, 461)
Papers Please	mouse left down	13668480	(411, 715)
Papers Please	mouse left up	13668573	(411, 715)
Papers Please	mouse left down	13672582	(1186, 366)
Papers Please	mouse left up	13672676	(1186, 366)
Papers Please	mouse left down	13673284	(1218, 575)
Papers Please	mouse left up	13673986	(407, 473)
Papers Please	mouse left down	13678666	(433, 633)
Papers Please	mouse left up	13680554	(431, 664)
Papers Please	mouse left down	13681724	(1073, 572)
Papers Please	mouse left up	13683268	(333, 637)
Papers Please	mouse left down	13686170	(1373, 445)
Papers Please	mouse left up	13686248	(1371, 445)
Papers Please	mouse left down	13687527	(1363, 439)
Papers Please	mouse left up	13687621	(1362, 439)
Papers Please	mouse left down	13688182	(788, 686)
Papers Please	mouse left up	13688962	(1219, 712)
Papers Please	mouse left down	13689384	(1214, 464)
Papers Please	mouse left up	13689493	(1213, 464)
Papers Please	mouse left down	13689758	(1191, 618)
Papers Please	mouse left up	13690335	(425, 468)
Papers Please	mouse left down	13690725	(710, 492)
Papers Please	mouse left up	13691224	(402, 464)
Papers Please	mouse left down	13691864	(826, 427)
Papers Please	mouse left up	13691973	(825, 428)
Papers Please	mouse left down	13694204	(590, 275)
Papers Please	mouse left up	13694360	(590, 275)
Papers Please	mouse left down	13699711	(906, 393)
Papers Please	mouse left up	13699945	(906, 393)
Papers Please	mouse left down	13701287	(409, 621)
Papers Please	mouse left up	13702020	(779, 559)
Papers Please	mouse left down	13702597	(394, 641)
Papers Please	mouse left up	13711863	(947, 545)
Papers Please	mouse left down	13712721	(1212, 576)
Papers Please	mouse left up	13712862	(1212, 576)
Papers Please	mouse left down	13713876	(905, 400)
Papers Please	mouse left up	13713969	(905, 400)
Papers Please	mouse left down	13714547	(1221, 511)
Papers Please	mouse left up	13714656	(1221, 511)
Papers Please	mouse left down	13715857	(1010, 490)
Papers Please	mouse left up	13715951	(1010, 490)
Papers Please	mouse left down	13716777	(731, 589)
Papers Please	mouse left up	13718946	(732, 586)
Papers Please	mouse left down	13722721	(1366, 459)
Papers Please	mouse left up	13722861	(1366, 459)
Papers Please	mouse left down	13723548	(996, 730)
Papers Please	mouse left up	13726340	(1206, 723)
Papers Please	mouse left down	13726715	(779, 673)
Papers Please	mouse left up	13730677	(1194, 720)
Papers Please	mouse left down	13731052	(1226, 417)
Papers Please	mouse left up	13731114	(1224, 421)
Papers Please	mouse left down	13731317	(1173, 685)
Papers Please	mouse left up	13731894	(425, 468)
Papers Please	mouse left down	13732393	(1185, 671)
Papers Please	mouse left up	13732939	(420, 488)
Papers Please	mouse left down	13733766	(839, 426)
Papers Please	mouse left up	13733844	(838, 426)
Papers Please	mouse left down	13736870	(583, 276)
Papers Please	mouse left up	13737104	(583, 276)
Papers Please	mouse left down	13738976	(895, 391)
Papers Please	mouse left up	13739070	(895, 391)
Papers Please	mouse left down	13739803	(1252, 497)
Papers Please	mouse left up	13739881	(1252, 497)
Papers Please	mouse left down	13743594	(417, 622)
